TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK
&lt;b&gt;Anticipated selection for intrapopulation breeding of passion fruit&lt;/b&gt;,2017,10.4025/actasciagron.v39i2.31022,Português,ACTA SCIENTIARUM-AGRONOMY,A2,1807-8621,"['CAVALCANTE, NATAN RAMOS', 'Willian Krause', 'VIANA, ALEXANDRE PIO', 'SILVA, CELICE ALEXANDRE', 'PORTO, KEITHI KARLA XAVIER', 'MARTINEZ, ROBERTO ANTONIO SAVELLI']","['1', '2', '3', '4', '5', '6']",['2']
GENETIC DIVERGENCE AMONG COTTON GENOTYPES GROWN IN THE MAIN SEASON AND OFF SEASON,2017,10.1590/1983-21252017v30n213rc,Português,Revista Caatinga,B1,1983-2125,"['GILIO, THIAGO ALEXANDRE SANTANA', 'ARAÚJO, DEJÂNIA VIEIRA DE', 'Willian Krause', 'ROSA, HUGO HENRIQUE RIBEIRO', 'ASCARI, JOÃO PAULO']","['1', '2', '3', '4', '5']",['3']
METHODS FOR INOCULATION WITH Fusarium guttiforme AND GENETIC RESISTANCE OF PINEAPPLE (Ananas comosus var. comosus),2017,10.1590/1983-21252017v30n210rc,Português,Revista Caatinga,B1,1983-2125,"['GARCIA, WANDREILLA MOREIRA', 'Willian Krause', 'ARAÚJO, DEJÂNIA VIEIRA DE', 'KARSBURG, ISANE VERA', 'DALLACORT, RIVANILDO']","['1', '2', '3', '4', '5']",['2']
Implementing genomic selection in sour passion fruit population,2017,10.1007/s10681-017-2020-3,Inglês,EUPHYTICA (DORDRECHT. ONLINE),A2,1573-5060,"['VIANA, ALEXANDRE PIO', 'DE LIMA E SILVA, FERNANDO HIGINO', 'GLÓRIA, LEONARDO SIQUEIRA', 'RIBEIRO, RODRIGO MOREIRA', 'Willian Krause', 'BOECHAT, MARCELA SANTANA BASTOS']","['1', '2', '3', '4', '5', '6']",['5']
REAÇÃO DE FAMÍLIAS DE IRMÃOS COMPLETOS DE MARACUJAZEIRO AZEDO À ANTRACNOSE EM CONDIÇÕES DE AMBIENTE PROTEGIDO,2017,,Português,CIENCIA AGRICOLA (UFAL),B4,0103-8699,"['INÊS ROEDER NOGUEIRA MENDES', 'João Paulo Ascari', 'Mariana Batistti', 'Dejânia Vieira de Araújo', 'Willian Krause']","['1', '2', '3', '4', '5']",['5']
HISTOLOGICAL ANALYSIS AND PERFORMANCE OF SOUR PASSION FRUIT POPULATIONS UNDER DIFFERENT ROOTSTOCKS RESISTANT TO Fusarium spp,2018,10.1590/0100-29452018274,Português,Revista Brasileira de Fruticultura,B1,0100-2945,"['AMBRÓSIO, MOISÉS', 'Willian Krause', 'SILVA, CELICE ALEXANDRE', 'LAGE, LAÍS ALVES', 'CAVALCANTE, NATAN RAMOS', 'SILVA, IVONE VIEIRA DA']","['1', '2', '3', '4', '5', '6']",['2']
Parametric and non-parametric indexes applied in the selection of sour passion fruit progenies,2018,10.1590/0100-29452018282,Português,Revista Brasileira de Fruticultura,B1,0100-2945,"['DALBOSCO, EDINÉIA ZULIAN', 'Willian Krause', 'Leonarda Grillo Neves', 'ARAÚJO, DEJÂNIA VIEIRA DE', 'HIEGA, KEMELY MARA RAMALHO', 'SILVA, CINTIA GRACIELE DA']","['1', '2', '3', '4', '5', '6']",['2']
"Morphometry, floral resources and efficiency of natural and artificial pollination in fruit quality in cultivars of sour passion fruit",2018,10.1590/0100-29452018171,Português,Revista Brasileira de Fruticultura,B1,0100-2945,"['LAGE, LAÍS ALVES', 'Willian Krause', 'SILVA, CELICE ALEXANDRE', 'DIAS, DAIANNY CORREIA', 'AMBRÓSIO, MOISÉS', 'COBRA, SIMONE SANTOS DE OLIVEIRA']","['1', '2', '3', '4', '5', '6']",['2']
Qualidade e correlação dos parâmetros físicos e químicos dos frutos de cultivares de goiaba,2018,,Português,SCIENTIFIC ELECTRONIC ARCHIVES,B4,2316-9281,"['Leandro Rafael Fachi', 'GARBUGIO, EGÍDIO LEONARDO DA SILVA', 'Amanda Nogueira de Albuquerque', 'Roberta Flávia Cipriano Machado', 'Willian Krause']","['1', '2', '3', '4', '5']",['5']
Quality of Soil in the function of biological fertilization and plant covering,2018,10.5897/ajar2018.13091,Português,AFRICAN JOURNAL OF AGRICULTURAL RESEARCH,B2,1991-637X,"['JOÃO, PAULO ASCARI', 'DEJÂNIA, VIEIRA DE ARAÚJO', 'INÊS, ROEDER NOGUEIRA MENDES', 'MARCOS, VINÍCIUS FOSCHIERA', 'RAFAEL, SBRUZZI PRIETO', 'WAGNER, HENRIQUE MOREIRA BARBOZA', 'Willian Krause', 'LEOPOLDO, SUSSUMU MATSUMOTO']","['1', '2', '3', '4', '5', '6', '7', '8']",['7']
Availability of floral resources in yellow passion fruit cultivars,2017,,Português,COMUNICATA SCIENTIAE,B1,2177-5133,"['Simone Santos de Oliveira Cobra', 'Celice Alexandre Silva', 'Willian Krause', 'Lais Alves Lage']","['1', '2', '3', '4']",['3']
ESTIMATES OF GENETIC PARAMETERS AND SELECTION GAINS TO SCAB RESISTANCE IN SOUR PASSION FRUIT,2017,10.1590/0100-29452017270,Português,Revista Brasileira de Fruticultura,B1,0100-2945,"['BATISTTI, MARIANA', 'ARAÚJO, DEJÂNIA VIEIRA DE', 'Willian Krause', 'MENDES, INÊS ROEDER NOGUEIRA', 'AMBRÓSIO, JURANDIR']","['1', '2', '3', '4', '5']",['3']
Genetic Correlation between Agronomically Important Traits in Yellow Passion Fruit,2013,10.4236/ajps.2013.411262,Português,American Journal of Plant Sciences,B5,2158-2750,"['Leonarda Grillo Neves', 'BRUCKNER, CLAUDIO HORST', 'PICANÇO, MARCELO COUTINHO', 'PAIVA SOBRINHO, SEVERINO DE', 'ARAÚJO, KELLY LANA', 'DA LUZ, PETTERSON BAPTISTA', 'APARECIDO BARELLI, MARCO ANTONIO', 'Willian Krause']","['1', '2', '3', '4', '5', '6', '7', '8']",['8']
