PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Identificação de tecnologias sustentáveis de produção de fruteiras e geração de informação conforme diagnósticos dos potenciais agrícolas,2010,2015,PESQUISA,"['Dejânia Vieira de Araújo', 'Virgínia Helena de Azevedo', 'Maurecilne Lemes da Silva', 'Willian Krause', 'Leonarda Grillo Neves', 'Petterson Baptista da Luz', 'Severino de Paiva Sobrinho', 'Marco Antônio Aparecido Barelli', 'Fábio Gelape Falleiro', 'Elisangela Clarete Camili', 'Milson Evaldo Serafim', 'Messias Gonzaga Pereira', 'Telma Nair Santana Pereira']","['NAO', 'NAO', 'NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Marcadores moleculares microssatélites aplicados ao melhoramento intrapopulacional do maracujazeiro amarelo,2013,2016,PESQUISA,"['Dejânia Vieira de Araújo', 'Daniela Tiago da Silva Campos', 'Willian Krause', 'Alexandre Pio Viana', 'Leonarda Grillo Neves', 'Messias Gonzaga Pereira', 'EDNAMAR GABRIELA PALÚ', 'Maurecilne Lemes da Silva Carvalho', 'Anderson Marques do Amaral']","['NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Campus a Campo: Ações Extensionistas com a Agricultura Familiar de Tangará da Serra-MT,2013,ATUAL,EXTENSAO,"['Dejânia Vieira de Araújo', 'Rivanildo Dallacort', 'Mônica Josene Barbosa Pereira', 'Willian Krause', 'Rogério Gonçalves Lacerda de Gouveia', 'Junio Cesar Martinez', 'José Roberto Rambo', 'Ana Maria de Lima', 'Fernanda Braga de Almeida', 'Gilmar Laforga', 'Idilaine de Fátima Lima', 'Ocimar Edson de Oliveira', 'Raimundo Nonato Cunha de França', 'Rogerio Alexandre Nunes dos Santos', 'Samuel Laudelino da Silva', 'Elielton Germano dos Santos', 'Jeniffer Stefany Queiroz Bastos', 'Nátalia Granville de Almeida', 'Túlio Martinez Santos', 'Kelvin Shin-iti Kabeva']","['NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Transferência de tecnologias de produção em fruticultura visando o fortalecimento da agricultura familiar em Tangará da Serra-MT,2013,ATUAL,EXTENSAO,"['Dejânia Vieira de Araújo', 'Rivanildo Dallacort', 'Mônica Josene Barbosa Pereira', 'Willian Krause', 'EDNAMAR GABRIELA PALÚ', 'José Roberto Rambo', 'KELVIN SHIN-ITI KABEYA', 'CARLOS ANTONIO TÁVORA ARAÚJO', 'APARECIDA DE FÁTIMA ALVES DE LIMA']","['NAO', 'NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Caracterização morfológica e epidemiológica de Ramularia areola como requisito para promover a sustentabilidade da cadeia produtiva do algodão no estado de Mato Grosso,2013,2016,PESQUISA,"['Dejânia Vieira de Araújo', 'Rivanildo Dallacort', 'Willian Krause', 'EDNAMAR GABRIELA PALÚ', 'Daniel Cassetari Neto', 'Thiago Alexandre Santana Gilio', 'Francieli Dominiki Zavislak', 'Marco Antonio Camillo de Carvalho', 'Rosana Rodrigues', 'Leonardo Diogo Ehle Dias']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Seleção recorrente intrapopulacional do maracujazeiro amarelo assistida por marcadores moleculares microssatélites,2012,2015,PESQUISA,"['Dejânia Vieira de Araújo', 'Daniela Tiago da Silva Campos', 'Willian Krause', 'Alexandre Pio Viana', 'Leonarda Grillo Neves', 'Messias Gonzaga Pereira', 'EDNAMAR GABRIELA PALÚ', 'Maurecilne Lemes da Silva Carvalho']","['NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Melhoramento genético do maracujazeiro amarelo visando o desenvolvimento de cultivares para o estado de Mato Grosso,2012,2015,PESQUISA,"['Dejânia Vieira de Araújo', 'Willian Krause', 'Leonarda Grillo Neves', 'EDNAMAR GABRIELA PALÚ', 'Mariana Batistti', 'Maurecilne Lemes da Silva Carvalho']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Variabilidade da temperatura e evaporação da água sob diferentes coberturas de solo e sua influência no Kc dual da cultura do milho,2015,ATUAL,PESQUISA,"['Dejânia Vieira de Araújo', 'Rivanildo Dallacort', 'Adalberto Santi', 'Cleonir Andrade Faria Junior', 'Rafael Cesar Tieppo', 'João Danilo Barbieri', 'Marcio Osvaldo Lima Magalhães', 'Paulo Sérgio L. de Freitas', 'Marco Antonio Camilo de Carvalho', 'Anísio da Silva Nunes', 'Santino Seabra Junior', 'Ronicely Pereira da Rocha', 'Olaurildes Correntes', 'Karolina Ascari de Souza']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Inovação tecnológica em Capsicum spp: fontes de resistência genética a doenças e interface com genótipos com alto teor de antioxidantes,2015,2017,PESQUISA,"['Dejânia Vieira de Araújo', 'Carla Lima Corrêa', 'Leonarda Grillo Neves', 'Petterson Baptista da Luz', 'Severino de Paiva Sobrinho', 'Milson Evaldo Serafim', 'Kelly Lana Araújo', 'Marcos Antônio Soares', 'Sandra Mara Alves da Silva Neves', 'Éder Pedroza Isquierdo', 'Daniela Soares Alves Caldeira', 'Marcella Karoline Cardoso Vilarinho']","['NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Proteômica aplicada ao Melhoramento Genético do Abacaxizeiro,2017,ATUAL,PESQUISA,"['Dejânia Vieira de Araújo', 'Willian Krause', 'Anderson Fernandes de Miranda', 'Alexandro Cézar Faleiro', 'Paulo Ricardo Junges dos Santos', 'Edilson Aranda de Oliveira', 'Gonçalo Apolinário de Souza Filho', 'Vanildo Silveira']","['NAO', 'NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Melhoramento genético visando o desenvolvimento de cultivares de maracujazeiro azedo e de porta enxerto resistente a fusariose,2016,ATUAL,PESQUISA,"['Dejânia Vieira de Araújo', 'Willian Krause', 'Leonarda Grillo Neves', 'EDNAMAR GABRIELA PALÚ', 'Anderson Fernandes de Miranda', 'Alexandro Cézar Faleiro', 'Paulo Ricardo Junges dos Santos', 'Edilson Aranda de Oliveira']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Reestruturação de ambientes cultivados e melhoria do desempenho das culturas,2017,ATUAL,PESQUISA,"['Dejânia Vieira de Araújo', 'Rivanildo Dallacort', 'Willian Krause', 'Celice Alexandre Silva', 'Marco Antonio Camillo de Carvalho', 'Miriam Hiroko Inoue', 'Vanessa Costa da Silva', 'Maria Carolina da Silva Andrea', 'Micheli Bernardi Tonoli']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Clínica de Diagnose de Doenças de Plantas,2017,ATUAL,EXTENSAO,"['Dejânia Vieira de Araújo', 'Mônica Josene Barbosa Pereira', 'Ílio Fealho de Carvalho', 'Willian Krause', 'Celice Alexandre Silva', 'EDNAMAR GABRIELA PALÚ', 'José Roberto Rambo', 'Santino Seabra Junior']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Manejo cultural e biológico para a estruturação de solos cultivados,2018,ATUAL,PESQUISA,"['Dejânia Vieira de Araújo', 'Ílio Fealho de Carvalho', 'Willian Krause', 'Marcio Osvaldo Lima Magalhães', 'Vanessa Costa da Silva', 'Micheli Bernardi Tonoli']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
"Avaliação da torta de filtro no cultivo da alface em diferentes épocas de semeadura, sob cultivo protegido e céu aberto",2008,2010,PESQUISA,"['Dejânia Vieira de Araújo', 'Rivanildo Dallacort', 'Adalberto Santi', 'Marice Cristine Vendruscolo', 'Marcio Lustosa Santos']","['NAO', 'NAO', 'SIM', 'NAO', 'NAO']"
Melhoramento intrapopulacional do maracujazeiro amarelo no estado de mato grosso,2008,2010,PESQUISA,"['Dejânia Vieira de Araújo', 'Virgínia Helena de Azevedo', 'Jane Rodrigues de Assis Machado', 'Maurecilne Lemes da Silva', 'Willian Krause', 'Alexandre Pio Viana', 'Fábio Gelape Faleiro']","['NAO', 'NAO', 'NAO', 'NAO', 'SIM', 'NAO', 'NAO']"
Desempenho de Genótipos de Girassol (Helianthus annuus L.) Quanto a Produtividade e Reação à Mancha de Alternária (Alternaria helianthi),2009,2011,PESQUISA,"['Dejânia Vieira de Araújo', 'Virgínia Helena de Azevedo', 'Rivanildo Dallacort', 'Patrícia Helena de Azevedo', 'Maurecilne Lemes da Silva', 'Willian Krause', 'Claudio Guilherme Portela de Carvalho', 'Rogério Luiz Backes']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
