TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK
Rendimento do maracujazeiro amarelo sob diferentes espaçamentos de plantio,2010,,Português,Magistra,B3,0102-5333,"['Willian Krause', 'Tayguara Antonio Ferreira Nascimento', 'Adalberto Santi', 'Jane rodrigues de Assis Machado', 'Virgínia Helena de Azevedo']","['1', '2', '3', '4', '5']",['3']
Sistema computacional para otimização na seleção de fertilizantes,2010,,Português,Scientia Plena,B5,1808-2793,"['Rafael Cesar Tieppo', 'Cassiano Cremon', 'Luís César da Silva', 'Rivanildo Dallacort', 'Adalberto Santi']","['1', '2', '3', '4', '5']",['5']
Desempenho de cultivares de alface americana em resposta a diferentes doses de torta de filtro,2012,10.1590/S1806-66902012000100003,Português,Revista Ciência Agronômica (UFC. Online),B1,1806-6690,"['Cleverton Tiago Carneiro de Santana', 'Adalberto Santi', 'Rivanildo Dallacort', 'Márcio Lustosa Santos', 'Cacio Barbosa de Meneses']","['1', '2', '3', '4', '5']",['2']
Desenvolvimento de mudas de pinhão manso sob diferemtes doses de cama de frango no substrato,2011,,Português,Revista Verde de Agroecologia e Desenvolvimento Sustentável,B4,1981-8203,"['Gilmar Nunes Torres', 'Marice Cristine Vendruscolo', 'Adalberto Santi', 'Valdeir Moraes Soares', 'Pedro Silvèrio Xavier Pereira']","['1', '2', '3', '4', '5']",['3']
Spacing and plant density effect on reproductive development,2012,,Português,Scientia Plena,B5,1808-2793,"['Paulo Trindade da Silva', 'Fernando Giovanetti de Macedo', 'Marcos Antônio Camacho', 'Cristiano Santos', 'Adalberto Santi', 'Willian Krause', 'José Roberto Rambo']","['1', '2', '3', '4', '5', '6', '7']",['5']
Desempenho e orientação do crescimento do pepino japonês em ambiente protegido,2013,10.1590/s0102-05362013000400023,Português,Horticultura Brasileira (Impresso),B1,0102-0536,"['Adalberto Santi', 'Walcylene Lacerda Mattos Pereira Scaramuzza', 'Danilo Maturano Jordano Soares', 'José Fernando Scaramuzza', 'Rivanildo Dallacort', 'Willian Krause', 'Rafael Cesar Tieppo']","['1', '2', '3', '4', '5', '6', '7']",['1']
Evapotranspiração e coeficiente de cultivo da cultura do pinhão manso,2012,,Português,Agrarian (Dourados. Online),B3,1984-2538,"['Admar Junior Coletti', 'Rivanildo Dallacort', 'Flávio Carlos Dalchiavon', 'Juliano Araujo Martins', 'Adalberto Santi', 'Juliano Araujo Martins', 'Mirian Hiroko Inoue']","['1', '2', '3', '4', '5', '6', '7']",['5']
"Calendário de risco climático do girassol para o município de Tangará da Serra, MT",2013,,Português,Enciclopédia Biosfera,B5,1809-0583,"['Lucas de Souza Ferreira', 'Rivanildo Dallacort', 'Ricardo Shigueru Okumura', 'Adalberto Santi', 'Vanessa Rakel de Moraes Dias']","['1', '2', '3', '4', '5']",['4']
Desempenho agronômico de alface americana fertilizada com torta de filtro em ambiente protegido,2013,10.1590/s0102-05362013000200027,Inglês,Horticultura Brasileira (Impresso),B1,0102-0536,"['Adalberto Santi', 'Walcylene Lacerda Mattos Pereira Scaramuzza', 'Alexandro Neuhaus', 'Rivanildo Dallacort', 'Rivanildo Dallacort', 'Willian Krause', 'Rafael Cesar Tieppo']","['1', '2', '3', '4', '4', '5', '6']",['1']
Adubação complementar com torta de filtro em alface americana,2013,,Português,Acta Iguazu,B3,2316-4093,"['Elizangela Selma da Silva', 'Adalberto Santi', 'Rivanildo Dallacort', 'Jose Fernando Scaramuzza', 'Kássio de Marco', 'William Fenner']","['1', '2', '3', '4', '5', '6']",['2']
Efeito do Stimulate®  nas características agronômicas da soja,2013,,Português,Acta Iguazu,B3,2316-4093,"['Carlos Gilberto Batista Filho', 'Kássio de Marco', 'Rivanildo Dallacort', 'Adalberto Santi', 'Miriam Hiroko Inoue', 'Elizangela Selma da Silva']","['1', '2', '3', '4', '5', '6']",['4']
Influência das fases lunares no desenvolvimento das culturas de rúcula (eruca sativa Hill) e rabanete (Raphanus sativus L.),2014,,Português,Revista Brasileira de Agroecologia,B5,1980-9735,"['Luiz Fernando Menin', 'José Roberto Rambo', 'Daniel Bennemann Frasson', 'Thales Alexandre Xavier', 'Adalberto Santi']","['1', '2', '3', '4', '5']",['5']
Influence of plant age on the content and composition of essential oil of Cymbopogon citratus (DC.) Stapf.,2014,10.5897/jmpr2013.5549,Português,Journal of Medicinal Plant Research,B4,1996-0875,"['RONICELY, PEREIRA ROCHA', 'EVANDRO, DE CASTRO MELO', 'RICARDO, HENRIQUE SILVA DOS SANTOS', 'PAULO, ROBERTO CECON', 'RIVANILDO, DALLACORT', 'Adalberto Santi']","['1', '2', '3', '4', '5', '6']",['6']
"Thermic sum and crop coefficient of canola (Brassica napus L.) for the region of Tangará da Serra, Mato Grosso State, Brazil",2014,,Português,"International Journal of Food, Agriculture and Environment (Online)",B2,1459-0263,"['Kássio de Marco', 'Rivanildo Dallacort', 'Adalberto Santi', 'Ricardo Shigueru Okumura', 'Miriam Hiroko Inoue', 'João Danilo Barbieri', 'Dejânia Vieira de Araújo', 'Roberto Antonio Savelli Martinez', 'William Fenner']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",['3']
Épocas de Semeadura do Arroz de Sequeiro na Região de Tangará da Serra,2013,10.13083/1414-3984.v21n06a06,Português,Engenharia na Agricultura (Impresso),B3,1414-3984,"['William Fenner', 'Rivanildo Dallacort', 'Adalberto Santi', 'OKUMURA, R.S.', 'Rafael Cesar Tieppo']","['1', '2', '3', '4', '5']",['3']
"PRECIPITAÇÃO PLUVIAL DE DIAMANTINO-MT EM ANOS DE OCORRÊNCIA DE EL NIÑO, LA NIÑA E NEUTROS",2015,10.1590/0102-778620120477,Inglês,Revista Brasileira de Meteorologia (Impresso),B1,0102-7786,"['RAMOS, HENRIQUE DA CRUZ', 'DALLACORT, RIVANILDO', 'Adalberto Santi', 'JUNIOR, SANTINO SEABRA', 'QUEIROZ, TADEU DE MIRANDA']","['1', '2', '3', '4', '5']",['3']
FONTES DE NITROGÃ?NIO E DOSES DE CLORETO DE POTÃ?SSIO NA CULTURA DO ABACAXI PÃ?ROLA,2015,10.18677/agrarian_academy_006,Português,AGRARIAN ACADEMY,B5,2357-9951,"['DA SILVA, SIMONE', 'DALBOSCO, EDINÉIA', 'KRAUSE, DHIEGO', 'KRAUSE, WILLIAN', 'Adalberto Santi']","['1', '2', '3', '4', '5']",['5']
Zoneamento do saldo hídrico anual da cana-de-açucar para o Estado de Mato Grosso,2015,,Português,Enciclopédia Biosfera,B5,2317-2606,"['Ronaldo Coutinho Ribeiro', 'Rivanildo Dallacort', 'João Danilo Barbieri', 'Adalberto Santi', 'HENRIQUE DA CRUZ RAMOS']","['1', '2', '3', '4', '5']",['4']
Aptidão agroclimática da cultura da canola no Mato Grosso,2015,,Português,Enciclopédia Biosfera,B5,2317-2606,"['Thiago Garcia Villela', 'Rivanildo Dallacort', 'Adalberto Santi', 'João Danilo Barbieri', 'Cleonir Andrade Faria Junior']","['1', '2', '3', '4', '5']",['3']
"Coeficiente de cultura da alface para região de Tangará da Serra, MT",2015,,Português,Enciclopédia Biosfera,B5,2317-2606,"['Esdras da Silva Santos', 'Adalberto Santi', 'Rivanildo Dallacort', 'Fabio da Silva Melo', 'Cleonir Andrade Faria Junior']","['1', '2', '3', '4', '5']",['2']
"Agroclimatic zoning of crambe and bean for the Bacia do alto Paraguai - MT, Brazil",2015,,Português,Geografia (Rio Claro. Online),XX,1983-8700,"['Cleonir Andrade Faria Junior', 'Rivanildo Dallacort', 'Paulo Sérgio Lourenço de Freitas', 'Adalberto Santi', 'William Fenner', 'Sandra Mara Alves Neves', 'João Danilo Barbieri', 'HENRIQUE DA CRUZ RAMOS', 'Thiago Garcia Villela']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",['4']
Precipitação e temperatura do ar para o estado de Mato Grosso utilizando krigagem ordinária,2017,,Português,Revista Brasileira de Climatologia,B5,2237-8642,"['Henrique da Cruz Ramos', 'Rivanildo Dallacort', 'Sandra Mara Alves da Silva Neves', 'FLAVIO, CARLOS DALCHIAVON', 'Adalberto Santi', 'Francielle Freitas Vieira']","['1', '2', '3', '4', '5', '6']",['5']
Classificação de risco climático para o cultivo do amendoim no Estado de Mato Grosso,2016,,Português,Espacios (Caracas),C ,0798-1015,"['BARBIERI, JOAO DANILO', 'Rivanildo Dallacort', 'Adalberto Santi', 'Cleonir Andrade Faria Junior', 'Paulo Sérgio Lourenço de Freitas', 'Dejânia Vieira de Araujo']","['1', '2', '3', '4', '5', '6']",['3']
"Sowing dates and plant density of peanut cultivars in different soil and climatic conditions of Mato Grosso state, Brazil",2014,,Português,"International Journal of Food, Agriculture and Environment (Online)",B2,1459-0263,"['João Danilo Barbieri', 'Rivanildo Dallacort', 'Adalberto Santi', 'Kássio de Marco', 'Alcir José Modolo', 'Santino Seabra Júnior', 'Ronicely Pereira da Rocha', 'Rafael Cesar Tieppo']","['1', '2', '3', '4', '5', '6', '7', '8']",['3']
Zoneamento agroclim&amp;#225;tico de amendoinzeiro para a Bacia do Alto Paraguai (MT),2015,10.1590/1983-40632015v4532985,Inglês,Pesquisa Agropecuaria Tropical (Online),B1,1983-4063,"['BARBIERI, JOÃO DANILO', 'DALLACORT, RIVANILDO', 'Adalberto Santi', 'ROCHA, RONICELY PEREIRA', 'CARVALHO, MARCO ANTÔNIO CAMILLO DE']","['1', '2', '3', '4', '5']",['3']
Sowing speed in no tillage system on early development of maize crop,2018,10.14808/sci.plena.2018.023101,Português,SCIENTIA PLENA,B5,1808-2793,"['Marcela Vieira Paulo', 'Rafael Cesar Tieppo', 'Alcir José Modolo', 'Rivanildo Dallacort', 'Adalberto Santi']","['1', '2', '3', '4', '5']",['5']
Zoning of water requirement satisfaction index for common bean in Mato Grosso,2017,10.1590/1807-1929/agriambi.v21n7p476-480,Português,REVISTA BRASILEIRA DE ENGENHARIA AGRÍCOLA E AMBIENTAL (IMPRESSO),B1,1415-4366,"['FENNER, WILLIAM', 'DALLACORT, RIVANILDO', 'DALCHIAVON, FLÁVIO C.', 'Adalberto Santi', 'SILVA, FABRÍCIO S. DA', 'BARBIERI, JOÃO D.']","['1', '2', '3', '4', '5', '6']",['4']
Capacidade estática de armazenagem de grãos em Tangará da Serra e microrregião,2017,,Português,ESPACIOS (CARACAS),C ,0798-1015,"['Nilson Gomes de Souza Júnior', 'Ronicely Pereira da Rocha', 'Adalberto Santi', 'Rafael Cesar Tieppo']","['1', '2', '3', '4']",['3']
Lettuce cultivation submitted to mulching treatments under open environment,2017,10.1590/s0102-053620170316,Português,Horticultura Brasileira,B1,0102-0536,"['SILVA, KARIN DP', 'DALLACORT, RIVANILDO', 'Adalberto Santi']","['1', '2', '3']",['3']
Atributos químicos do solo sob distintos sistemas de manejo de fertilidade,2014,,Português,Enciclopédia Biosfera,B5,1809-0583,"['José Roberto Rambo', 'Rogério Gonçalves Lacerda de Gouveia', 'Adalberto Santi', 'Cimélio Bayer']","['1', '2', '3', '4']",['3']
