PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Biodisponibilidade e potencial de extração de nutrientes de substratos pelo tomateiro produzido em ambiente protegido,2012,2014,PESQUISA,"['Adalberto Santi', 'José Fernando Scaramuzza', 'Walcylene Lacerda Mattos Pereira Scaramuzza', 'Rivanildo Dallacort', 'Willian Krause', 'José Roberto Rambo', 'Rafael Cesar Tieppo', 'José Lavres júnior', 'Vanessa Raquel de Morais Dias']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
"Diversificação e Ampliação da Base Produtiva do Estado de Mato Grosso, a Partir do Zonemento Agrícola da Soja, Feijão, Cana de Açucar, Girrassol, Crambe e Pinhão Manso",2012,ATUAL,PESQUISA,"['Adalberto Santi', 'Rivanildo Dallacort', 'Vanessa Rakel de Moraes Dias', 'Rafael Cesar Tieppo', 'Miriam Hiroko Inoue', 'Cleonir Andrade Faria Junior', 'Cornélio Alberto Zolin', 'Paulo Sérgio Lourenço de Freitas']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Diversificação e ampliação da base produtiva da bacia do Alto Paraguai como estratégia inovadora na otimização dos sistemas agrícolas regionais.,2013,ATUAL,PESQUISA,"['Adalberto Santi', 'Rafael Cesar Tieppo', 'Rivanildo Dallacort', 'Marcio Osvaldo Magalhães', 'Roberto Antonio Savelli Martinez', 'Roney Bert de Oliveira', 'Ronicely Pereira Rocha']","['NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
MT Horticultura: canal de comunicação com os produtores rurais do Estado de Mato Grosso,2015,ATUAL,EXTENSAO,"['Adalberto Santi', 'Willian Krause', 'Celice Alexandre Silva']","['NAO', 'SIM', 'NAO']"
Otimização dos recursos hídricos aplicados a culturas agrícolas no Estado de Mato Grosso,2015,ATUAL,PESQUISA,"['Adalberto Santi', 'Marco Antônio Camillo de Carvalho', 'Rivanildo Dallacort', 'Rafael Cesar Tieppo', 'William Fenner', 'Cleonir Andrade Faria Junior', 'João Danilo Barbieri', 'Karolina Ascari de Souza']","['NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Variabilidade da temperatura e evaporação da água sob diferentes coberturas de solo e sua influência no Kc dual da cultura do milho,2015,ATUAL,PESQUISA,"['Adalberto Santi', 'Rivanildo Dallacort', 'Dejânia Vieira de Araújo', 'Rafael Cesar Tieppo', 'João Danilo Barbieri', 'Karolina Ascari de Souza', 'Francielle Freitas Vieira', 'Paulo Sérgio Lourenço de Freitas', 'André Tavares Vasconcelos', 'Guilherme Bariviera', 'Alice Medeiros Osti', 'Adelair Mendes Conceição']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
"Solos, Nutrição e Desenvolvimento de Plantas Cultivadas, Forrageiras e Pastagens",2015,ATUAL,PESQUISA,"['Adalberto Santi', 'Marice Cristine Vendruscolo', 'Astor Henrique Nied', 'Roberto Antonio Savelli Martinez', 'Marcio Osvaldo Lima Magalhães', 'Adley Bergson Gonçalves de Abreu', 'Alexandre Agostinho Mexia', 'Amanda Isabela Hakime Barcelos']","['NAO', 'NAO', 'NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO']"
Agronomia na Prática: Política de Extensão Rural para Agricultores Familiares do Assentamento Vale do Sol 2 em Tangará da Serra - MT,2010,2011,EXTENSAO,"['Adalberto Santi', 'Willian Krause', 'José Roberto Rambo', 'Fernando Giovanetti de Macedo', 'Rogério Gonçalves Lacerda de Gouveia']","['NAO', 'NAO', 'SIM', 'NAO', 'NAO']"
Pró-¬tomate: Desenvolvimento e transferência de tecnologias aplicadas a tomaticultura mato-grossense,2016,ATUAL,PESQUISA,"['Adalberto Santi', 'Paulo Sérgio Koga', 'Santino Seabra Junior', 'Ana Cássia Silva Possamai', 'Rivanildo Dallacort', 'Sandra Mara Alves da Silva Neves', 'Rumy Goto', 'Giuseppina Pace Pereira Lima', 'Renan Gonçalves de Oliveira', 'Flávio Fernandes Junior', 'Renê Arnoux da Silva Campos', 'Edinéia Aparecida dos Santos Galvanin', 'Márcio Zanuzo', 'Anderson Bays', 'Darley Tiago Antunes', 'Daiane Andréia Trento', 'Franciely da Silva Ponce', 'Douglas dos Santos', 'Abadia dos Reis Nascimento', 'Derly José Henriques da Silva', 'Leonardo da Silva Ribeiro', 'Luciano Gomes Ferreira', 'Eletisanda das Neves', 'Hamilton César de Oliveira Charlo', 'Claudia Aparecida de Lima Toledo']","['NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Modelo para predição de dias agronomicamente viáveis para operações agrícolas mecanizadas,2017,ATUAL,PESQUISA,"['Adalberto Santi', 'Rafael Cesar Tieppo', 'João Danilo Barbieri', 'Rivanildo Dallacort', 'Erivelto Mercante', 'Thiago L Romanelli', 'Maria Carolina Silva Andrea', 'André Tavares Vasconcelos', 'Emili Ferreira Campachi', 'Julia Galllo Barreto']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Programa de aquisição de alimentos da agricultura familiar em Tangará da Sera - MT: Assistência Técnica e Extensão Rural,2011,2013,EXTENSAO,"['Adalberto Santi', 'Willian Krause', 'José Roberto Rambo', 'Rafael Cesar Tieppo', 'Agnaldo Soares Damacena', 'Ander Clebison Silva dos Santos', 'André ferreira do Nascimento', 'Kelvin Shin-iti Kabeya', 'Rodrigo Marques dos Santos']","['NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
