TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME
Biocidal effect of the Annona coriacea Mart 1841 on eggs and nymphs of the vector Rhodnius neglectus Lent 1954,2011,10.4013/nbc.2011.62.08,Português,Neotropical Biology and Conservation,B5,2236-3777,"['Ângela Pinheiro Carneiro', 'Mônica Josene Barbosa Pereira', 'Carla Galbiati']","['1', '1', '3']",['1'],8517616658016914,Mônica Josene Barbosa Pereira,Pereira,"PEREIRA, M. J. B.;BARBOSA PEREIRA, MÔNICA JOSENE;PEREIRA, MÔNICA JOSENE BARBOSA;PEREIRA, MÔNICA;Pereira, Mônica Josene Barbosa;PEREIRA, M J B;PEREIRA, M.J.B.;PEREIRA, MÔNICA J. B.",Arapiraca,AL,"Possui graduação em Engenharia Agronômica pela Universidade Federal de Alagoas (1992), mestrado em Entomologia pela Universidade Federal de Viçosa (1996) e doutorado em Entomologia pela Universidade de São Paulo (2001). Atualmente é professor adjunto - (UNEMAT) Universidade do Estado de Mato Grosso. Tem experiência na área de Agronomia, com ênfase em Entomologia Agrícola, atuando principalmente nos seguintes temas: espécies nativas com potencial inseticida e uso de semioquímicos na agricultura."
AVALIAÇÃO DA ATIVIDADE DE Annona coriacea (ANNONACEAE) SOBRE PUPAS E ADULTOS DE Aedes aegypti (DIPTERA:CULICIDAE) EM LABORATÓRIO,2011,,Português,Revista de Agricultura (Piracicaba),B4,0034-7655,"['Josdemar Muniz de Moraes', 'Mônica Josene Barbosa Pereira', 'Marilza da Silva Costa', 'Carla Galbiati', 'Elaine Peres da Silva']","['1', '2', '3', '4', '5']",['2'],8517616658016914,Mônica Josene Barbosa Pereira,Pereira,"PEREIRA, M. J. B.;BARBOSA PEREIRA, MÔNICA JOSENE;PEREIRA, MÔNICA JOSENE BARBOSA;PEREIRA, MÔNICA;Pereira, Mônica Josene Barbosa;PEREIRA, M J B;PEREIRA, M.J.B.;PEREIRA, MÔNICA J. B.",Arapiraca,AL,"Possui graduação em Engenharia Agronômica pela Universidade Federal de Alagoas (1992), mestrado em Entomologia pela Universidade Federal de Viçosa (1996) e doutorado em Entomologia pela Universidade de São Paulo (2001). Atualmente é professor adjunto - (UNEMAT) Universidade do Estado de Mato Grosso. Tem experiência na área de Agronomia, com ênfase em Entomologia Agrícola, atuando principalmente nos seguintes temas: espécies nativas com potencial inseticida e uso de semioquímicos na agricultura."
Morphological Changes in the Midgut of Aedes aegypti L. (Diptera: Culicidae) Larvae Following Exposure to an Annona coriacea (Magnoliales: Annonaceae) Extract,2012,10.1007/s13744-012-0050-z,Inglês,Neotropical Entomology (Impresso),A2,1519-566X,"['Marilza da Silva Costa', 'Mônica Josene Barbosa Pereira', 'Daniela Oliveira Pinheiro', 'José Eduardo Serrão']","['1', '1', '2', '3']",['1'],8517616658016914,Mônica Josene Barbosa Pereira,Pereira,"PEREIRA, M. J. B.;BARBOSA PEREIRA, MÔNICA JOSENE;PEREIRA, MÔNICA JOSENE BARBOSA;PEREIRA, MÔNICA;Pereira, Mônica Josene Barbosa;PEREIRA, M J B;PEREIRA, M.J.B.;PEREIRA, MÔNICA J. B.",Arapiraca,AL,"Possui graduação em Engenharia Agronômica pela Universidade Federal de Alagoas (1992), mestrado em Entomologia pela Universidade Federal de Viçosa (1996) e doutorado em Entomologia pela Universidade de São Paulo (2001). Atualmente é professor adjunto - (UNEMAT) Universidade do Estado de Mato Grosso. Tem experiência na área de Agronomia, com ênfase em Entomologia Agrícola, atuando principalmente nos seguintes temas: espécies nativas com potencial inseticida e uso de semioquímicos na agricultura."
EFEITO RESIDUAL DO EXTRATO DE Annona coriacea SOBRE Aedes aegypti,2012,,Português,Arquivos do Instituto Biológico (Online),B1,1808-1657,"['Edilse Maria Dill', 'Mônica Josene Barbosa Pereira', 'Marilza da Silva Costa']","['1', '2', '3']",['2'],8517616658016914,Mônica Josene Barbosa Pereira,Pereira,"PEREIRA, M. J. B.;BARBOSA PEREIRA, MÔNICA JOSENE;PEREIRA, MÔNICA JOSENE BARBOSA;PEREIRA, MÔNICA;Pereira, Mônica Josene Barbosa;PEREIRA, M J B;PEREIRA, M.J.B.;PEREIRA, MÔNICA J. B.",Arapiraca,AL,"Possui graduação em Engenharia Agronômica pela Universidade Federal de Alagoas (1992), mestrado em Entomologia pela Universidade Federal de Viçosa (1996) e doutorado em Entomologia pela Universidade de São Paulo (2001). Atualmente é professor adjunto - (UNEMAT) Universidade do Estado de Mato Grosso. Tem experiência na área de Agronomia, com ênfase em Entomologia Agrícola, atuando principalmente nos seguintes temas: espécies nativas com potencial inseticida e uso de semioquímicos na agricultura."
"ANONÁCEAS PROVOCAM MORTALIDADE EM LARVAS DE Aedes aegypti (LINNAEUS, 1762) (DIPTERA:CULICIDAE)",2013,,Português,Revista Brasileira de Biociências (Online),B4,1980-4849,"['Marilza da Silva Costa', 'Mônica Josene Barbosa Pereira', 'Simone Santos de Oliveira', 'Paulo Teixeira de SOUSA-JÚNIOR', 'EVANDRO LUIS DALL´OGLIO', 'Thayana Alves']","['1', '2', '3', '4', '5', '6']",['2'],8517616658016914,Mônica Josene Barbosa Pereira,Pereira,"PEREIRA, M. J. B.;BARBOSA PEREIRA, MÔNICA JOSENE;PEREIRA, MÔNICA JOSENE BARBOSA;PEREIRA, MÔNICA;Pereira, Mônica Josene Barbosa;PEREIRA, M J B;PEREIRA, M.J.B.;PEREIRA, MÔNICA J. B.",Arapiraca,AL,"Possui graduação em Engenharia Agronômica pela Universidade Federal de Alagoas (1992), mestrado em Entomologia pela Universidade Federal de Viçosa (1996) e doutorado em Entomologia pela Universidade de São Paulo (2001). Atualmente é professor adjunto - (UNEMAT) Universidade do Estado de Mato Grosso. Tem experiência na área de Agronomia, com ênfase em Entomologia Agrícola, atuando principalmente nos seguintes temas: espécies nativas com potencial inseticida e uso de semioquímicos na agricultura."
Natural insecticide based-leaves extract of Piper aduncum (Piperaceae) in the control of stink bug brown soybean,2014,10.1590/0103-8478cr20131277,Inglês,Ciência Rural (UFSM. Impresso),B1,0103-8478,"['Ludmila Porto Piton', 'Leonardo Morais Turchen', 'Alessandra Regina Butnariu', 'Mônica Josene Barbosa Pereira']","['1', '2', '3', '4']",['4'],8517616658016914,Mônica Josene Barbosa Pereira,Pereira,"PEREIRA, M. J. B.;BARBOSA PEREIRA, MÔNICA JOSENE;PEREIRA, MÔNICA JOSENE BARBOSA;PEREIRA, MÔNICA;Pereira, Mônica Josene Barbosa;PEREIRA, M J B;PEREIRA, M.J.B.;PEREIRA, MÔNICA J. B.",Arapiraca,AL,"Possui graduação em Engenharia Agronômica pela Universidade Federal de Alagoas (1992), mestrado em Entomologia pela Universidade Federal de Viçosa (1996) e doutorado em Entomologia pela Universidade de São Paulo (2001). Atualmente é professor adjunto - (UNEMAT) Universidade do Estado de Mato Grosso. Tem experiência na área de Agronomia, com ênfase em Entomologia Agrícola, atuando principalmente nos seguintes temas: espécies nativas com potencial inseticida e uso de semioquímicos na agricultura."
EFEITO DE EXTRATOS VEGETAIS NO CONTROLE DE Euschistus heros (F.) (HEMIPTERA: PENTATOMIDAE) EM LAVOURA DE SOJA NA REGIÃO SUDOESTE DO ESTADO DE MATO GROSSO,2013,,Português,Revista de Agricultura (Piracicaba),B4,0034-7655,"['Valvenarg Pereira da Silva', 'Mônica Josene Barbosa Pereira', 'Leonardo Morais Turchen']","['1', '2', '3']",['2'],8517616658016914,Mônica Josene Barbosa Pereira,Pereira,"PEREIRA, M. J. B.;BARBOSA PEREIRA, MÔNICA JOSENE;PEREIRA, MÔNICA JOSENE BARBOSA;PEREIRA, MÔNICA;Pereira, Mônica Josene Barbosa;PEREIRA, M J B;PEREIRA, M.J.B.;PEREIRA, MÔNICA J. B.",Arapiraca,AL,"Possui graduação em Engenharia Agronômica pela Universidade Federal de Alagoas (1992), mestrado em Entomologia pela Universidade Federal de Viçosa (1996) e doutorado em Entomologia pela Universidade de São Paulo (2001). Atualmente é professor adjunto - (UNEMAT) Universidade do Estado de Mato Grosso. Tem experiência na área de Agronomia, com ênfase em Entomologia Agrícola, atuando principalmente nos seguintes temas: espécies nativas com potencial inseticida e uso de semioquímicos na agricultura."
"Experiência universitária extensionista com agricultores familiares do projeto de crédito fundiário do Vale do Sol I em Tangará da Serra, MT",2013,,Português,RevInter,B5,1984-3577,"['Jeniffer Stefany Queiroz Bastos', 'Fabíola Félix Mello', 'Elielton Germano dos Santos', 'José Roberto Rambo', 'Mônica Josene Barbosa Pereira', 'DEJÂNIA VIEIRA DE ARAÚJO']","['1', '2', '3', '4', '5', '6']",['5'],8517616658016914,Mônica Josene Barbosa Pereira,Pereira,"PEREIRA, M. J. B.;BARBOSA PEREIRA, MÔNICA JOSENE;PEREIRA, MÔNICA JOSENE BARBOSA;PEREIRA, MÔNICA;Pereira, Mônica Josene Barbosa;PEREIRA, M J B;PEREIRA, M.J.B.;PEREIRA, MÔNICA J. B.",Arapiraca,AL,"Possui graduação em Engenharia Agronômica pela Universidade Federal de Alagoas (1992), mestrado em Entomologia pela Universidade Federal de Viçosa (1996) e doutorado em Entomologia pela Universidade de São Paulo (2001). Atualmente é professor adjunto - (UNEMAT) Universidade do Estado de Mato Grosso. Tem experiência na área de Agronomia, com ênfase em Entomologia Agrícola, atuando principalmente nos seguintes temas: espécies nativas com potencial inseticida e uso de semioquímicos na agricultura."
Selectivity of Annona extract on egg parasitoid Trissolcus urichi (Hymenoptera: Platygastridae),2014,,Português,Revista Colombiana de Entomologia,B2,0120-0488,"['Leonardo Morais Turchen', 'Vanessa Golin', 'Alessandra Regina Butnariu', 'Mônica Josene Barbosa Pereira']","['1', '2', '3', '4']",['4'],8517616658016914,Mônica Josene Barbosa Pereira,Pereira,"PEREIRA, M. J. B.;BARBOSA PEREIRA, MÔNICA JOSENE;PEREIRA, MÔNICA JOSENE BARBOSA;PEREIRA, MÔNICA;Pereira, Mônica Josene Barbosa;PEREIRA, M J B;PEREIRA, M.J.B.;PEREIRA, MÔNICA J. B.",Arapiraca,AL,"Possui graduação em Engenharia Agronômica pela Universidade Federal de Alagoas (1992), mestrado em Entomologia pela Universidade Federal de Viçosa (1996) e doutorado em Entomologia pela Universidade de São Paulo (2001). Atualmente é professor adjunto - (UNEMAT) Universidade do Estado de Mato Grosso. Tem experiência na área de Agronomia, com ênfase em Entomologia Agrícola, atuando principalmente nos seguintes temas: espécies nativas com potencial inseticida e uso de semioquímicos na agricultura."
Biocide activity of Annona coriacea seeds extract on Rhodnius neglectus (Hemiptera: Reduviidae).,2013,,Português,Revista de Biologia Tropical,B1,0034-7744,"['angela P. Carneiro', 'Mônica Josene Barbosa Pereira', 'Carla Galbiati']","['1', '2', '3']",['2'],8517616658016914,Mônica Josene Barbosa Pereira,Pereira,"PEREIRA, M. J. B.;BARBOSA PEREIRA, MÔNICA JOSENE;PEREIRA, MÔNICA JOSENE BARBOSA;PEREIRA, MÔNICA;Pereira, Mônica Josene Barbosa;PEREIRA, M J B;PEREIRA, M.J.B.;PEREIRA, MÔNICA J. B.",Arapiraca,AL,"Possui graduação em Engenharia Agronômica pela Universidade Federal de Alagoas (1992), mestrado em Entomologia pela Universidade Federal de Viçosa (1996) e doutorado em Entomologia pela Universidade de São Paulo (2001). Atualmente é professor adjunto - (UNEMAT) Universidade do Estado de Mato Grosso. Tem experiência na área de Agronomia, com ênfase em Entomologia Agrícola, atuando principalmente nos seguintes temas: espécies nativas com potencial inseticida e uso de semioquímicos na agricultura."
Monitoramento do percevejo marrom Euschistus heros (Hemiptera: Pentatomidae) por feromônio sexual em lavoura de soja,2014,10.1590/S0100-204X2014001100003,Inglês,Pesquisa Agropecuária Brasileira (Online),B1,1678-3921,"['Valvenarg Pereira da Silva', 'Mônica Josene Barbosa Pereira', 'Lúcia Madalena Vivan', 'Maria Carolina Blassioli Moraes', 'Raul Laumann', 'Miguel Borges']","['1', '2', '3', '4', '5', '6']",['2'],8517616658016914,Mônica Josene Barbosa Pereira,Pereira,"PEREIRA, M. J. B.;BARBOSA PEREIRA, MÔNICA JOSENE;PEREIRA, MÔNICA JOSENE BARBOSA;PEREIRA, MÔNICA;Pereira, Mônica Josene Barbosa;PEREIRA, M J B;PEREIRA, M.J.B.;PEREIRA, MÔNICA J. B.",Arapiraca,AL,"Possui graduação em Engenharia Agronômica pela Universidade Federal de Alagoas (1992), mestrado em Entomologia pela Universidade Federal de Viçosa (1996) e doutorado em Entomologia pela Universidade de São Paulo (2001). Atualmente é professor adjunto - (UNEMAT) Universidade do Estado de Mato Grosso. Tem experiência na área de Agronomia, com ênfase em Entomologia Agrícola, atuando principalmente nos seguintes temas: espécies nativas com potencial inseticida e uso de semioquímicos na agricultura."
First Report of &lt;i&gt;Elaphria agrotina&lt;/i&gt; and &lt;i&gt;Elaphria deltoides&lt;/i&gt; (Lepidoptera: Noctuidae: Elaphriini) Feeding on Maize,2014,10.1603/EC14101,Inglês,Journal of Economic Entomology,A2,0022-0493,"['SPECHT, ALEXANDRE', 'SORIA, MIGUEL FERREIRA', 'MAFINI MABA, TALITA SAIARA', 'DE ROSSI BELUFI, LUANA MARIA', 'GODOI, BÁRBARA WESCHENFELDER', 'Mônica Josene Barbosa Pereira', 'PAULA-MORAES, SILVANA V.']","['1', '2', '3', '4', '5', '6', '7']",['6'],8517616658016914,Mônica Josene Barbosa Pereira,Pereira,"PEREIRA, M. J. B.;BARBOSA PEREIRA, MÔNICA JOSENE;PEREIRA, MÔNICA JOSENE BARBOSA;PEREIRA, MÔNICA;Pereira, Mônica Josene Barbosa;PEREIRA, M J B;PEREIRA, M.J.B.;PEREIRA, MÔNICA J. B.",Arapiraca,AL,"Possui graduação em Engenharia Agronômica pela Universidade Federal de Alagoas (1992), mestrado em Entomologia pela Universidade Federal de Viçosa (1996) e doutorado em Entomologia pela Universidade de São Paulo (2001). Atualmente é professor adjunto - (UNEMAT) Universidade do Estado de Mato Grosso. Tem experiência na área de Agronomia, com ênfase em Entomologia Agrícola, atuando principalmente nos seguintes temas: espécies nativas com potencial inseticida e uso de semioquímicos na agricultura."
"DENGUE E FATORES AMBIENTAIS NO MUNICÍPIO DE TANGARÁ DA SERRA, AMAZÔNIA BRASILEIRA",2014,10.4025/bolgeogr.v32i1.19397,Português,Boletim de Geografia (UEM),B5,0102-5198,"['FERNANDES, ROSILAINY SURUBI', 'NEVES, SANDRA MARA ALVES DA SILVA', 'Mônica Josene Barbosa Pereira', 'IGNOTTI, ELIANE', 'SOUZA, CLÁUDIO KLEBER JUIZ DE']","['1', '2', '3', '4', '5']",['3'],8517616658016914,Mônica Josene Barbosa Pereira,Pereira,"PEREIRA, M. J. B.;BARBOSA PEREIRA, MÔNICA JOSENE;PEREIRA, MÔNICA JOSENE BARBOSA;PEREIRA, MÔNICA;Pereira, Mônica Josene Barbosa;PEREIRA, M J B;PEREIRA, M.J.B.;PEREIRA, MÔNICA J. B.",Arapiraca,AL,"Possui graduação em Engenharia Agronômica pela Universidade Federal de Alagoas (1992), mestrado em Entomologia pela Universidade Federal de Viçosa (1996) e doutorado em Entomologia pela Universidade de São Paulo (2001). Atualmente é professor adjunto - (UNEMAT) Universidade do Estado de Mato Grosso. Tem experiência na área de Agronomia, com ênfase em Entomologia Agrícola, atuando principalmente nos seguintes temas: espécies nativas com potencial inseticida e uso de semioquímicos na agricultura."
Larvicidal and Cytotoxic Potential of Squamocin on the Midgut of Aedes aegypti (Diptera: Culicidae),2014,10.3390/toxins6041169,Inglês,Toxins,A2,2072-6651,"['COSTA, MARILZA', 'COSSOLIN, JAMILE', 'Mônica Josene Barbosa Pereira', ""SANT'ANA, ANTÔNIO"", 'LIMA, MILENA', 'ZANUNCIO, JOSÉ', 'SERRÃO, JOSÉ']","['1', '2', '3', '4', '5', '6', '7']",['3'],8517616658016914,Mônica Josene Barbosa Pereira,Pereira,"PEREIRA, M. J. B.;BARBOSA PEREIRA, MÔNICA JOSENE;PEREIRA, MÔNICA JOSENE BARBOSA;PEREIRA, MÔNICA;Pereira, Mônica Josene Barbosa;PEREIRA, M J B;PEREIRA, M.J.B.;PEREIRA, MÔNICA J. B.",Arapiraca,AL,"Possui graduação em Engenharia Agronômica pela Universidade Federal de Alagoas (1992), mestrado em Entomologia pela Universidade Federal de Viçosa (1996) e doutorado em Entomologia pela Universidade de São Paulo (2001). Atualmente é professor adjunto - (UNEMAT) Universidade do Estado de Mato Grosso. Tem experiência na área de Agronomia, com ênfase em Entomologia Agrícola, atuando principalmente nos seguintes temas: espécies nativas com potencial inseticida e uso de semioquímicos na agricultura."
USO DO FEROMÔNIO SEXUAL PARA UMA AGRICULTURA SUSTENTÁVEL EM ÁREAS AMAZÔNICAS NO ESTADO DE MATO GROSSO,2015,,Português,Revista de Estudos Sociais (UFMT),B5,1519-504X,"['Bruna Camila Gualda Bersani', 'Edilaine de Souza Viana', 'Mônica Josene Barbosa Pereira']","['1', '2', '3']",['3'],8517616658016914,Mônica Josene Barbosa Pereira,Pereira,"PEREIRA, M. J. B.;BARBOSA PEREIRA, MÔNICA JOSENE;PEREIRA, MÔNICA JOSENE BARBOSA;PEREIRA, MÔNICA;Pereira, Mônica Josene Barbosa;PEREIRA, M J B;PEREIRA, M.J.B.;PEREIRA, MÔNICA J. B.",Arapiraca,AL,"Possui graduação em Engenharia Agronômica pela Universidade Federal de Alagoas (1992), mestrado em Entomologia pela Universidade Federal de Viçosa (1996) e doutorado em Entomologia pela Universidade de São Paulo (2001). Atualmente é professor adjunto - (UNEMAT) Universidade do Estado de Mato Grosso. Tem experiência na área de Agronomia, com ênfase em Entomologia Agrícola, atuando principalmente nos seguintes temas: espécies nativas com potencial inseticida e uso de semioquímicos na agricultura."
USO DE FEROMÔNIO NO CONTROLE DE PERCEVEJOS: UMA ALTERNATIVA SUSTENTÁVEL PARA AGRICULTURA DO MATO GROSSO,2015,,Português,Revista de Estudos Sociais (UFMT),B5,1519-504X,"['Camila Patrícia Ribeiro de Souza', 'Alessandra Regina Butnariu', 'Leandra Amorim da Silva', 'Mônica Josene Barbosa Pereira']","['1', '2', '3', '4']",['4'],8517616658016914,Mônica Josene Barbosa Pereira,Pereira,"PEREIRA, M. J. B.;BARBOSA PEREIRA, MÔNICA JOSENE;PEREIRA, MÔNICA JOSENE BARBOSA;PEREIRA, MÔNICA;Pereira, Mônica Josene Barbosa;PEREIRA, M J B;PEREIRA, M.J.B.;PEREIRA, MÔNICA J. B.",Arapiraca,AL,"Possui graduação em Engenharia Agronômica pela Universidade Federal de Alagoas (1992), mestrado em Entomologia pela Universidade Federal de Viçosa (1996) e doutorado em Entomologia pela Universidade de São Paulo (2001). Atualmente é professor adjunto - (UNEMAT) Universidade do Estado de Mato Grosso. Tem experiência na área de Agronomia, com ênfase em Entomologia Agrícola, atuando principalmente nos seguintes temas: espécies nativas com potencial inseticida e uso de semioquímicos na agricultura."
Lethal and Sublethal Effects of Insecticides on the Egg Parasitoid &lt;i&gt;Telenomus podisi&lt;/i&gt; (Hymenoptera: Platygastridae),2016,10.1093/jee/tov273,Inglês,Journal of Economic Entomology,A2,0022-0493,"['Leonardo Morais Turchen', 'Vanessa Golin', 'Alessandra Regina Butnariu', 'Raul Narciso Guedes', 'Mônica Josene Barbosa Pereira']","['1', '2', '3', '4', '5']",['5'],8517616658016914,Mônica Josene Barbosa Pereira,Pereira,"PEREIRA, M. J. B.;BARBOSA PEREIRA, MÔNICA JOSENE;PEREIRA, MÔNICA JOSENE BARBOSA;PEREIRA, MÔNICA;Pereira, Mônica Josene Barbosa;PEREIRA, M J B;PEREIRA, M.J.B.;PEREIRA, MÔNICA J. B.",Arapiraca,AL,"Possui graduação em Engenharia Agronômica pela Universidade Federal de Alagoas (1992), mestrado em Entomologia pela Universidade Federal de Viçosa (1996) e doutorado em Entomologia pela Universidade de São Paulo (2001). Atualmente é professor adjunto - (UNEMAT) Universidade do Estado de Mato Grosso. Tem experiência na área de Agronomia, com ênfase em Entomologia Agrícola, atuando principalmente nos seguintes temas: espécies nativas com potencial inseticida e uso de semioquímicos na agricultura."
Potential phytoinsecticide of Annona mucosa (Jacq) (Annonaceae) in the control of brown stink bug,2016,10.14393/BJ-v32n3a2016-32803,Português,Bioscience Journal (Online),B1,1981-3163,"['Leonardo Morais', 'LEILANE MARISA HUNHOFF', 'MARCELA VIEIRA PAULO', 'Camila Patrícia Ribeiro de Souza', 'Mônica Josene Barbosa Pereira']","['1', '2', '3', '4', '5']",['5'],8517616658016914,Mônica Josene Barbosa Pereira,Pereira,"PEREIRA, M. J. B.;BARBOSA PEREIRA, MÔNICA JOSENE;PEREIRA, MÔNICA JOSENE BARBOSA;PEREIRA, MÔNICA;Pereira, Mônica Josene Barbosa;PEREIRA, M J B;PEREIRA, M.J.B.;PEREIRA, MÔNICA J. B.",Arapiraca,AL,"Possui graduação em Engenharia Agronômica pela Universidade Federal de Alagoas (1992), mestrado em Entomologia pela Universidade Federal de Viçosa (1996) e doutorado em Entomologia pela Universidade de São Paulo (2001). Atualmente é professor adjunto - (UNEMAT) Universidade do Estado de Mato Grosso. Tem experiência na área de Agronomia, com ênfase em Entomologia Agrícola, atuando principalmente nos seguintes temas: espécies nativas com potencial inseticida e uso de semioquímicos na agricultura."
Toxicidade de lufenuron sobre ninfas e adultos do percevejo-marrom-da-soja,2016,,Português,Revista de Agricultura (Piracicaba),B4,0034-7655,"['Leonardo Morais Turchen', 'LEILANE MARISA HUNHOFF', 'Edilaine de Souza Viana', 'Mônica Josene Barbosa Pereira']","['1', '2', '3', '4']",['4'],8517616658016914,Mônica Josene Barbosa Pereira,Pereira,"PEREIRA, M. J. B.;BARBOSA PEREIRA, MÔNICA JOSENE;PEREIRA, MÔNICA JOSENE BARBOSA;PEREIRA, MÔNICA;Pereira, Mônica Josene Barbosa;PEREIRA, M J B;PEREIRA, M.J.B.;PEREIRA, MÔNICA J. B.",Arapiraca,AL,"Possui graduação em Engenharia Agronômica pela Universidade Federal de Alagoas (1992), mestrado em Entomologia pela Universidade Federal de Viçosa (1996) e doutorado em Entomologia pela Universidade de São Paulo (2001). Atualmente é professor adjunto - (UNEMAT) Universidade do Estado de Mato Grosso. Tem experiência na área de Agronomia, com ênfase em Entomologia Agrícola, atuando principalmente nos seguintes temas: espécies nativas com potencial inseticida e uso de semioquímicos na agricultura."
LIFTING DISEASES AT THE CULTURE OF EGGPLANT IN SETTLEMENT RURAL IN TANGARÁ DA SERRA/MT,2016,10.3738/1982.2278.1573,Português,Nucleus (Ituverava. Impresso),B5,1678-6602,"['ASCARI, JOÃO PAULO', 'MENDES, INÊS ROEDER NOGUEIRA', 'SANTOS, ESDRAS DA SILVA', 'ARAÚJO, DEJÂNIA VIEIRA', 'Mônica Josene Barbosa Pereira', 'LEMOS, VÍVIA LÚCIA JUVINO']","['1', '2', '3', '4', '5', '6']",['5'],8517616658016914,Mônica Josene Barbosa Pereira,Pereira,"PEREIRA, M. J. B.;BARBOSA PEREIRA, MÔNICA JOSENE;PEREIRA, MÔNICA JOSENE BARBOSA;PEREIRA, MÔNICA;Pereira, Mônica Josene Barbosa;PEREIRA, M J B;PEREIRA, M.J.B.;PEREIRA, MÔNICA J. B.",Arapiraca,AL,"Possui graduação em Engenharia Agronômica pela Universidade Federal de Alagoas (1992), mestrado em Entomologia pela Universidade Federal de Viçosa (1996) e doutorado em Entomologia pela Universidade de São Paulo (2001). Atualmente é professor adjunto - (UNEMAT) Universidade do Estado de Mato Grosso. Tem experiência na área de Agronomia, com ênfase em Entomologia Agrícola, atuando principalmente nos seguintes temas: espécies nativas com potencial inseticida e uso de semioquímicos na agricultura."
Annona mucosa Jacq. (Annonaceae): A Promising Phytoinsecticide for the Control of Chrysodeixis includens (Walker) (Lepidoptera: Noctuidae),2016,,Inglês,Journal of Entomology (Print),B2,1812-5670,"['Angélica Massaroli', 'Mônica Josene Barbosa Pereira', 'Luis Amilton FOERSTER']","['1', '2', '3']",['2'],8517616658016914,Mônica Josene Barbosa Pereira,Pereira,"PEREIRA, M. J. B.;BARBOSA PEREIRA, MÔNICA JOSENE;PEREIRA, MÔNICA JOSENE BARBOSA;PEREIRA, MÔNICA;Pereira, Mônica Josene Barbosa;PEREIRA, M J B;PEREIRA, M.J.B.;PEREIRA, MÔNICA J. B.",Arapiraca,AL,"Possui graduação em Engenharia Agronômica pela Universidade Federal de Alagoas (1992), mestrado em Entomologia pela Universidade Federal de Viçosa (1996) e doutorado em Entomologia pela Universidade de São Paulo (2001). Atualmente é professor adjunto - (UNEMAT) Universidade do Estado de Mato Grosso. Tem experiência na área de Agronomia, com ênfase em Entomologia Agrícola, atuando principalmente nos seguintes temas: espécies nativas com potencial inseticida e uso de semioquímicos na agricultura."
Beetle pollination and flowering rhythm of Annona coriacea Mart. (Annonaceae) in Brazilian cerrado: Behavioral features of its principal pollinators,2017,,Inglês,Plos One,A1,1932-6203,"['Marilza da Silva Costa', 'Ricardo José da Silva', 'Hipólito Ferreira Paulino-Neto', 'Mônica Josene Barbosa Pereira']","['1', '2', '3', '4']",['4'],8517616658016914,Mônica Josene Barbosa Pereira,Pereira,"PEREIRA, M. J. B.;BARBOSA PEREIRA, MÔNICA JOSENE;PEREIRA, MÔNICA JOSENE BARBOSA;PEREIRA, MÔNICA;Pereira, Mônica Josene Barbosa;PEREIRA, M J B;PEREIRA, M.J.B.;PEREIRA, MÔNICA J. B.",Arapiraca,AL,"Possui graduação em Engenharia Agronômica pela Universidade Federal de Alagoas (1992), mestrado em Entomologia pela Universidade Federal de Viçosa (1996) e doutorado em Entomologia pela Universidade de São Paulo (2001). Atualmente é professor adjunto - (UNEMAT) Universidade do Estado de Mato Grosso. Tem experiência na área de Agronomia, com ênfase em Entomologia Agrícola, atuando principalmente nos seguintes temas: espécies nativas com potencial inseticida e uso de semioquímicos na agricultura."
Annona crassiflora Mart. (Annonaceae): Effect of crude extract of seeds on larvae of soybean looper Chrysodeixis includens (Lepidoptera: Noctuidae),2017,,Inglês,BRAGANTIA,B1,1678-4499,"['Angélica Massarolli', 'Luis Amilton FOERSTER', 'Mônica Josene Barbosa Pereira']","['1', '2', '3']",['3'],8517616658016914,Mônica Josene Barbosa Pereira,Pereira,"PEREIRA, M. J. B.;BARBOSA PEREIRA, MÔNICA JOSENE;PEREIRA, MÔNICA JOSENE BARBOSA;PEREIRA, MÔNICA;Pereira, Mônica Josene Barbosa;PEREIRA, M J B;PEREIRA, M.J.B.;PEREIRA, MÔNICA J. B.",Arapiraca,AL,"Possui graduação em Engenharia Agronômica pela Universidade Federal de Alagoas (1992), mestrado em Entomologia pela Universidade Federal de Viçosa (1996) e doutorado em Entomologia pela Universidade de São Paulo (2001). Atualmente é professor adjunto - (UNEMAT) Universidade do Estado de Mato Grosso. Tem experiência na área de Agronomia, com ênfase em Entomologia Agrícola, atuando principalmente nos seguintes temas: espécies nativas com potencial inseticida e uso de semioquímicos na agricultura."
